codigo_nbu,nombre,frecuencia,ub
667773,JARABE DE ARCE,,12.0
667775,NEONATAL SCREENENG AMPLIADO POR ESPECTROMETRIA DE MASA EN TANDEM N (#),,
667775,PESQUISA NEONATAL AMPLIADA POR ESPECTROMETRIA DE MASA EN TANDEM N (#),,
667777,"NEONATAL, T.I.R. (TRIPSINA INMUNOREATIVA)",,8.0
667785,"NEONATAL, T.S.H.",,7.0
667794,"NEUMOCOCO, Ac. Anti-",,100.0
667802,NEURON SPECIFIC ENOLASE - NSE,,39.0
667810,"NEUTRÓFILOS, ACTIVIDAD FAGOCITARIA (#)",,
667828,NIQUEL URINARIO (Ni urinario),,20.0
667836,NITRÓGENO NO PROTEICO,,3.0
667840,"NMDA, Ac. IgG Anti- RECEPTOR - LCR",,80.0
667840,"RECEPTOR, NMDA Ac. Anti- IgG contra- en LCR",,80.0
667841,"NMDA, Ac. IgG Anti- RECEPTOR - sangre",,80.0
667841,"RECEPTOR, NMDA Ac. Anti- IgG contra- en sangre",,80.0
667845,NORMETANEFRINA - urinaria,,25.0
667849,NOROVIRUS,,111.0
667853,NORTRIPTILINA - sérica,,19.0
667862,N TELOPÉPTIDOS - COLÁGENO TIPO I (NTX),,30.0
667871,"NUCLEOLO, Ac. Anti-",,15.0
667882,OPIACEOS - CONFIRMATORIO,,120.0
667905,ORTO CRESOL (2-metilfenol),,20.0
667905,2-METILFENOL (o - CRESOL),,20.0
667913,ORTO METIL BUFOTENINA,,24.0
667919,"ORTO,O,O - TIETILFOSFOROTOATO N 8337",,60.0
667926,OSMOLALIDAD - urinaria,,5.0
667939,OSTEOCALCINA,,25.0
667947,"OVARIO, Ac. Anti-",,80.0
667964,OXICODON A - urinaria,,40.0
667973,p53 Ac. (#),,
667982,p53 mutante (#),,
667999,PANEL HEPÁTICO INMUNOLÓGICO,,150.0
668009,PAPILOMA VIRUS HUMANO - HPV (Carga viral),,160.0
668011,PAPILOMA VIRUS HUMANO - HPV (Genotipificación - PCR + Hibridización),,110.0
668018,PAPP-A (PROTEÍNA A PLASMÁTICA ASOCIADA A EMBARAZO),,40.0
668024,PARA AMINOFENOL (#),,
668110,"PARACOCCIDIOIDES BRASILIENSIS, Ac. IgG Anti- (#)",,
668115,"PARACOCCIDIOIDES BRASILIENSIS, Ac. IgM Anti- (#)",,
668127,"PARACOCCIDIOIDES SPP, Ac. Anti- Totales Código D E T E R M I N A C I O N E S U. B.",,29.0
668135,"PARAINFLUENZA I, Ac. Anti-",,18.0
668137,"PARAINFLUENZA I, Ac. IgM Anti-",,18.0
668139,"PARAINFLUENZA I, Ag.",,20.0
668142,"PARAINFLUENZA II, Ac. Anti-",,18.0
668144,"PARAINFLUENZA II, Ac. IgM Anti-",,18.0
668146,"PARAINFLUENZA II, Ag.",,20.0
668149,"PARAINFLUENZA III, Ac. Anti-",,18.0
668151,"PARAINFLUENZA III, Ac. IgM Anti-",,18.0
668153,"PARAINFLUENZA III, Ag.",,20.0
668156,PARANITROFENOL,,20.0
668158,PARÁSITOS - biopsias o líquidos de punción,,25.0
668161,PARATHORMONA (PTH) (MOLECULA MEDIA),,19.0
668170,PARATIÓN N 8337,,60.0
668178,"PAROTIDITIS, Ac. IgG Anti-",,15.0
668187,"PAROTIDITIS, Ac. IgM Anti-",,16.0
668195,"PAROTIDITIS, Ac. especif. por FC",,20.0
668204,"PAROTIDITIS, Ac. solubles (#)",,
668212,"PAROTIDITIS, Ag. (#)",,
668221,"PAROTIDITIS, Ag. en LCR (#)",,
668229,"PARVOVIRUS, Ac. IgG Anti-",,40.0
668238,"PARVOVIRUS, Ac. IgM Anti-",,45.0
668241,PARVOVIRUS B19 - PCR,,90.0
668250,PENFIGOIDE Ac. Anti- (MEMBRANA BASAL EN PIEL Ac. Anti-),,60.0
668250,MEMBRANA BASAL EN PIEL Ac. Anti-,,60.0
668272,PENTACLOROFENOL,,18.0
668281,PEPTIDO C,,18.0
668284,PÉPTIDO CITRULINADO CICLICO - Ac. Anti- IgG (Ac. Anti- CCP / PCC),,50.0
668286,PEPTIDO INTESTINAL VASOACTIVO (VIP),,220.0
668289,PÉPTIDO PROCOLÁGENO,,18.0
668298,PERFIL LIPÍDICO,,11.0
668304,PERFIL MINERAL - en cabello,,200.0
668306,PERFIL MINERAL - en orina,,200.0
668315,"PEROXIDASA TIROIDEO, Ac. Anti- (ATPO / TPO)",,12.0
668327,PESTICIDAS NITROGENADOS - c/u N 8327,,60.0
668332,"PESTICIDAS ORGANOCLORADOS (plaguicidas), urinarios N 8332",,60.0
668337,PESTICIDAS ORGANOFOSFORADOS (plaguicidas - parathion) - plasmáticos N 8337,,60.0
668348,PIRIDINOLINA,,28.0
668358,PLAQUETARIA ADHESIVIDAD,,20.0
668366,PLAQUETARIA AGREGACION (con 6 inductores),,18.0
668375,"PLAQUETAS, Ac. Anti- (#)",,
668379,"PLASMA RICO EN PLAQUETAS, PREPARACIÓN DE (PRP)",,120.0
668383,PLASMINÓGENO,,38.0
668385,"PLASMINÓGENO, ACTIVADOR TISULAR de - t-PA (Biológico-Inmunológico) : t-PA",,75.0
668387,"PLASMINÓGENO, INHIBIDOR del ACTIVADOR TISULAR del (PAI - AIP) (Molecular) : PAI 4G/5G",,90.0
668393,"PLASMODIUM SP, Antígeno.",,16.0
668397,PLATA (Ag) - sérica,,20.0
668400,PLATA (Ag) - urinaria,,20.0
668409,PLOMO (Pb) - pelo,,30.0
668418,"PM-1, Ac. Anti- (#)",,
668426,"PNEUMOCYSTIS CARINII, IFD",,15.0
668435,PODER BACTERICIDA DEL SUERO (PBS),,20.0
668440,PODER INHIBITORIO DEL SUERO (P.I.S.),,20.0
668446,POLICLOROBIFENILOS,,45.0
668446,BIFENILOS POLICLORADOS,,45.0
668450,POLIMORFISMO IL 28B,,311.0
668460,"POLIMORFONUCLEARES, Quimiotáxis Código D E T E R M I N A C I O N E S U. B.",,35.0
668463,"POLIOMAVIRUS BK, Carga viral - sangre u orina",,150.0
668463,BKV o VBK (cv),,150.0
668464,"POLIOMAVIRUS BK, PCR - sangre u orina",,110.0
668466,"POLIOMAVIRUS JC, Carga viral - sangre u orina",,150.0
668466,"VJC o VJC (cv) - JC VIRUS, (Carga viral)",,150.0
668467,"POLIOMAVIRUS JC, PCR - LCR",,106.0
668467,"VJC o VJC (PCR) - JC VIRUS, LCR (PCR)",,106.0
668469,POLIQUISTOSIS RENAL - PCR (#),,
668486,PORFIRINAS - séricas,,12.0
668489,"PORFIRINAS, INDICE de - plasmáticas",,25.0
668493,PORFIRINAS TOTALES - eritrocitarias,,15.0
668529,PORFOBILINÓGENO (Cuantitativo) - urinario,,18.0
668537,POTASIO - eritrocitario (#),,
668546,PREALBÚMINA,,10.0
668554,Pro BNP - proHORMONA PEPTIDO NATRIURÉTICO CEREBRAL N-Terminal (NT-ProBNP),,95.0
668563,PROCALCITONINA,,75.0
668571,PROINSULINA - plasmática (#),,
668580,PROGESTERONA 17-HIDROXI (17-OH-Pg),,15.0
668584,PROMETRYN N 8327,,60.0
668588,PROPAZINA N 8327,,60.0
668597,PROPOXIFENO - NORPROPOXIFENO,,23.0
668597,NORPROPOXIFENO - PROPOXIFENO (LC-MSMS),,23.0
668606,PROTEÍNA BÁSICA de MIELINA,,120.0
668614,PROTEÍNA C FUNCIONAL - Cromogénico,,45.0
668623,PROTEÍNA C REACTIVA - ULTRASENSIBLE (PCRus),,12.0
668627,PROTEÍNA del EPIDÍDIMO HUMANO 4 (HE4) (#),,
668631,PROTEÍNA S Libre = Inmunoturbidimétrio,,45.0
668640,PROTEÍNA S Total,,45.0
668648,PROTEÍNA S Funcional = coagulométrico,,85.0
668656,"PROTEINASA 3 (PR3), Ac. Anti-",,50.0
668656,Antiproteinasa 3,,50.0
668682,"PROTOPORFIRINA ERITROCITARIA LIBRE (FEP), ZINC PROTOPORFIRINA (ZPP o ZP)",,12.0
668682,ZINC PROTOPORFIRINA (ZPP o ZP) - PROTOPORFIRINA ERITROCITARIA LIBRE (FEP),,12.0
668691,PROTROMBINA 20.210,,75.0
668710,"PSEUDOMONAS, Ac. Anti-",,70.0
668734,QUERATINOCITOS (PIEL) Ac. Anti-,,90.0
668768,QUINIDINA,,20.0
668780,"REARREGLO DEL IGH/FGFR3, Estudio para (FISH)",,410.0
668783,"REARREGLO DEL IGH/MAF, Estudio para (FISH)",,410.0
668794,REARREGLO DEL TcR (citrometría de flujo),,300.0
668800,"RECEPTOR de FSH, Ac. Anti- (RFSH) Código D E T E R M I N A C I O N E S U. B.",,120.0
668802,"RECEPTOR de TSH, Ac. Anti- (TRAB's o TRAB o TBII)",,40.0
668802,"TRAB's o TRAB o TBII, Ac. Anti- RECEPTOR de TSH",,40.0
668813,RECEPTORES HORMONALES INDICE DE PROLIFERACIÓN,,50.0
668816,RECEPTOR SOLUBLE DE TRANSFERRINA (sTRF),,39.0
668819,RENINA-ANGIOTENSINA / RENINA ACTIVA,,18.0
668828,RESISTENCIA a la PROTEÍNA C ACTIVADA,,35.0
668836,"RETICULINA, Ac. Anti- (ARA)",,10.0
668845,"RETINA, Ac. Anti- (#)",,
668853,"Ri (ANNA-2), Ac. Anti- (NEURONAL NUCLEAR-2)",,100.0
668860,"RIBOSOMAL, Ac. Anti- Proteina P (Anti-Riv P)",,45.0
660005,"ACIDO BASE , Estado Acido Base (EAB).",PMO,15.0
660010,"ADRENALINA, urinaria  (CATECOLAMINA urinaria)",PMO,25.0
660025,AMINOACIDOS FRACCIONADOS (Cromatografía - por fracción) -cualitativo,PMO,12.5
660028,"AMNIOTICO , LIQUIDO CELULAS NARANJAS.",PMO,1.0
660029,"AMNIOTICO, LIQUIDO (Espectrofotometría - Test de Lisley)",PMO,5.0
660030,"AMNIOTICO, LIQUIDO LECITINA - ESFINGOMIELINA.",PMO,5.0
660057,"ANTITRIPSINA, Alfa 1 (α1 AT) - Líq. Pleural ó Mat. Fecal ó Sérica - C/U - (por I.D.-Cuantitativa)",PMO,10.0
660060,"ASCORBICO, ACIDO - sérico",PMO,30.0
660105,"BACTERIOLOGICO, DIRECTO-CULTIVO e IDENTIFICACIÓN del GÉRMEN)",PMO,7.0
660107,BARBITURICOS - urinarios.,PMO,17.5
660132,CADMIO (Cd) - urinario.,PMO,20.0
660140,"CARIOTIPO , MAPA CROMOSOMICO.",PMO,107.0
660150,CEREBROSIDOS (Cromatográfico).,PMO,0.0
660167,"CITRICO, ACIDO - líquido seminal (ESTUDIO DEL SEMEN)",PMO,10.0
660176,"COLONIAS , RECUENTO DE.",PMO,2.0
660243,"CHAGAS, Ac. Totales / IgG (IFI / ELISA)",PMO,8.0
660245,"CHAGAS, SEROLOGÍA - CONFIRMATORIO (HAI y ELISA ó HAI e IFI)",PMO,11.0
660265,"DESCARTABLE, MATERIAL DE BIOSEGURIDAD (MDB)",,3.0
660269,DISACARIDASAS.,PMO,0.0
660299,ESTRICNINA - líquidos biológicos.,PMO,0.0
660302,ESTRIOL - sérico.,PMO,13.0
660309,"EXUDADO NASOFARINGEO , CULTIVO.",PMO,5.0
660336,FACTOR DE MIGRACION LINFOCITARIA - MIF.,PMO,0.0
660340,"FENILPIRUVICO, ACIDO - urinario (cualitativo)",PMO,10.0
660352,"FOLICO, ACIDO .",PMO,11.0
660360,FOSFATASA ALCALINA TERMOESTABLE .,PMO,15.0
660404,"GASES EN SANGRE , PCO2 y PO2 .",PMO,10.0
660406,"GLIADINA,Ac IgA anti-PEPTIDO DEAMIDADO DE (DGP-IgA ANTI)",PMO,24.0
660407,"GLIADINA,Ac IgG anti-PEPTIDO DEAMIDADO DE (DGP-IgG ANTI)",PMO,24.0
660411,GLUCAGON.,PMO,0.0
660416,GLUCOPROTEINOGRAMA.,PMO,0.0
660433,GRUPO SANGUÍNEO y FACTOR Rho,PMO,5.0
660464,"HEINZ, CUERPOS DE (tinción)",PMO,3.0
660487,"HIDROXINDOLACETICO, ACIDO.",PMO,10.0
660489,HIPERHEPARINEMIA.,PMO,0.0
660605,HORMONA ANTIMULLERIANA(HAM) (HORMONA INHIBIDORA MULLERIANA),PMO,75.0
660548,ISOCITRICO DEHIDROGENASA.,PMO,0.0
660591,"LACTAMINICO, ACIDO.",PMO,0.0
660592,"LACTICO, ACIDO ENZIMATICO.",PMO,10.0
660593,"LACTICO, ACIDO - materia fecal.",PMO,10.0
660594,LACTICO DEHIDROGENASA - LDH,PMO,3.0
660596,LACTICO DEHIDROGENASA ISOENZIMAS - LDH Isoenzimas.,PMO,6.0
660605,"LEUCINA, NEONATAL",PMO,75.0
660610,"LEVULINICO, ACIDO DELTA-AMINO",PMO,10.0
660620,"LIQUIDO DE PUNCION, Exámen Fco-Qco - Citológico.",PMO,15.0
660666,MIOGLOBINA - serica,PMO,13.0
660672,MONOXIDO de CARBONO.,PMO,5.0
660696,"NORADRENALINA, urinaria  - CATECOLAMINA",PMO,25.0
660742,PH - sanguineo,PMO,0.0
660743,PIRUVATO- QUINASA,PMO,0.0
660744,"PIRUVICO, ACIDO ENZIMATICO",PMO,0.0
660801,QUIMIOTRIPSINA.,PMO,30.0
660844,STREPTOCOCCUS BETA-HEMOLITICO Grupo B - Prenatal ( anal/vaginal),PMO,18.0
660864,"THORN, PRUEBA DE",PMO,0.0
660894,TROPONINA,PMO,17.0
660904,"URICO, ACIDO - sérico.",PMO,1.5
660905,"URICO, ACIDO - urinario.",PMO,1.5
660927,"VAGINAL,BALANCE DEL CONTENIDO (BACOVA)",PMO,6.0
660932,"VAINILLIN MANDELICO, ACIDO - urinario (AVM) (HPLC)",PMO,15.0
660935,VARIANTE BACTERIANA.,PMO,0.0
660936,"VERONAL, PRUEBA DEL",PMO,0.0
660940,VOLEMIA RADIOQUIMICO .,PMO,0.0
661000,ANTIGENO PROSTATICO ESPECÍFICO TOTAL - PSA-t,PMO,18.0
661042,CORTISOL LIBRE - urinario (CLU),PMO,12.0
661062,FERRITINA,PMO,15.0
661085,"HEPATITIS B, Antigeno e (Ag.HBe)",PMO,15.0
661136,MONITOREO de FARMACOS para ENF. CRONICAS II (Anticonvulsivantes II),PMO,24.0
661141,PEPTIDO CITRULINADO CICLICO -Ac.Anti- IgG (Ac.Anti-CCP/PCC),PMO,50.0
661143,"PEROXIDASAS, TIROIDEO, Ac.Anti-( ATPO/TPO)",PMO,12.0
661170,SUBUNIDAD BETA de GONADOTROFINA CORIONICA (cualitativa) - HCG o β-HCG - Sub β,PMO,8.0
661175,SUBUNIDAD BETA de GONADOTROFINA CORIONICA (cuantitativa) -  HCG o β-HCG - Sub β,PMO,14.0
661192,"TRANSGLUTAMINASA, Ac. IgA Anti- (TGA)",PMO,23.0
661193,"TRANSGLUTAMINASA, Ac. IgG Anti- (TGG)",PMO,23.0
661530,KITS O EQUIPO DE PROTECCION PERSONAL (EPP),,30.0
661730,PANEL SINDROMICO DE GASTROENTERITIS,PE,P/P
661733,PANEL SINDROMICO DE MENINGOENCEFALITIS,PE,P/P
661736,PANEL SINDROMICO DE NEUMONIA,PE,P/P
661739,PANEL SINDROMICO RESPIRATORIO,PE,P/P
661742,PANEL SINDROMICO DE SEPSIS,PE,P/P
662003,ACTO BIOQUÍMICO ADMINISTRATIVO POR VALIDACIÓN - PROCESO de AUDITORÍA - AUTORIZACIÓN DE LA ORDEN,PE,1.0
662252,ACIDO MÁLICO,PE,60.0
662307,ÁCIDO PERCLÓRICO,PE,0.0
662346,ACIDO SUCCÍNICO,PE,60.0
662405,ACTINA AC (AAC) - IFI,PE,0.0
662410,ACUAPORINA 4 - Neuromielitis Optica–Ac. IgG (NMO-Ac. IgG),PE,100.0
662469,ALDRIN,PE,60.0
662508,ALFA 1 GLUCOPROTEINA ACIDA (OROSOMUCOIDE),PE,0.0
662538,"ALFA BHC - α-HCH - α-hexacloruro de benceno -  alfa-hexacloran - alfa-lindano - α-1 ,2,3,4,5,6-hexaclorociclohexano",PE,60.0
662561,ALFA MANOSIDASA,PE,0.0
662598,AMETRYN,PE,60.0
662739,ANTIGENOS - PANEL GINECOLÓGICO - PCR (Chamydia trachomatis / Mycoplasma  hominis / Mycoplasma genitalium / Ureaplasma urealyticum / Neisseria gonorrhoeae),PE,150.0
662749,ANTIGENOS VIRALES - PANEL de RESPIRATORIOS  - PCR BÁSICO,PE,180.0
662751,ANTIGENOS VIRALES - PANEL de RESPIRATORIOS  - PCR EXTENDIDO,PE,230.0
662769,"ANTIMICOGRAMA LEVADURAS, Screening",PE,30.0
662850,ATRAZINA,PE,60.0
662863,"BANDAS OLIGOCLONALES, en L.C.R.",PE,220.0
663016,"BETA BHC (beta-HCH) - beta-hexacloruro de benceno -  beta-hexacloran - beta-lindano - beta-1 ,2,3,4,5,6-hexaclorociclohexano",PE,60.0
663062,BETA MANOSIDASA,PE,0.0
663076,BLADER TEST ANTÍGENO - NMP22 (B.T.A.),PE,0.0
663120,BORDETELLA PERTUSIS -  PCR,PE,90.0
663147,"BRCA 1-2, PANEL ASHKENAZI - SEFARADI",PE,450.0
663254,CADENA LIVIANA KAPPA LIBRE  - sérica (Nefelometría),PE,100.0
663257,"CADENA LIVIANA LAMBDA, LIBRE - urinario (Nefelometría)",PE,100.0
663273,CALCIDIOIDEMICOSIS - Inmunodif.,PE,0.0
663316,"CAMPYLOBACTER SPP, Cultivo",PE,0.0
663333,"CANDIDA, ELECTROFORESIS DE CAMP",PE,0.0
663350,"CANNABINOIDES, CONFIRMATORIO (MARIHUANA - CONFIRMATORIO - GC-MS)",PE,120.0
663512,"CD3/CD16+56, Células  Natural Killer (NK) - Citom. de Flujo",PE,35.0
663572,"CHAGAS, Ac. IgM Anti- (IFI)",PE,14.0
663582,"CHIKUNGUNYA , virus (PCR)",PE,90.0
663586,CHITOTRIOSIDASA - sanguínea/soporte-papel (Fuorométrico),PE,110.0
663651,CHLAMYDIA TRACHOMATIS - LCR,PE,0.0
663657,"CHOLERAE VIBRIO, CULTIVO",PE,0.0
663678,CISTATINA C,PE,
663720,"CITOMEGALOVIRUS, DNA Carga Viral (CMV-DNA carga viral)",PE,150.0
663722,"CITOMEGALOVIRUS, DNA por PCR (CMV-DNA por PCR)",PE,70.0
663725,"CITOMEGALOVIRUS, LCR cuantitativo por PCR (CMV-LCR cuantit.por PCR)",PE,90.0
663756,CLORPIRIFOS ETIL,PE,60.0
663762,"CLOSTRIDIUM DIFFICILE, Toxinas (A + B) - Materia Fecal (Inmunocromatografìa)",PE,100.0
663786,"COBALTO, plasmático",PE,20.0
663837,"COCCIDIOIDES INMITIS, Ac. Anti- BANDA F",PE,0.0
663845,"COCCIDIOIDES INMITIS, Ac. Anti- BANDA TP",PE,0.0
663854,"COCCIDIOIDES INMITIS, Ac. Anti- CIE",PE,0.0
663926,COMPLEMENTO C2,PE,0.0
663953,CONEXINA 26 -  MUTACIONES 35delG (GJB2) o Cx26 - PCR Para sordera hereditaria no sindrómica,PE,77.0
66396,COREA DE HUNTINGTON - PCR,PE,350.0
663969,CORONAVIRUS (COVID-19 )- SARS-Cov-2 - Ac.Atni- IgA,PE,40.0
663968,CORONAVIRUS ( COVID-19)-SARS-CoV-2Ac.Anti-Proteina Spike (cuantitativo),P/P,
663970,CORONAVIRUS (COVID-19 )- SARS-Cov-2 - Ac.Atni- IgG,PE,40.0
663971,CORONAVIRUS (COVID-19 )- SARS-Cov-2 - Ac.Atni- IgM,PE,40.0
663972,CORONAVIRUS ( COVID-19) - SARS-CoV-2- Ac. Totales,PE,40.0
663975,CORONAVIRUS ( COVID-19) - SARS-CoV-2 Anticuerpos anti IgG,PE,40.0
663975,CORONAVIRUS (COVID-19)- SARS-CoV -2--Anticuerpos anti IgM,PE,40.0
663976,CORONAVIRUS ( COVID-19) - SARS-CoV-2- AG. (cromatog.- TEST RAPIDO),PE,75.0
663977,CORONAVIRUS (COVID-19)- SARS-CoV -2--Ag.(IFI),PE,P/P
663978,CORONAVIRS ( COVID-19) - SARS-CoV -2 RT-PCR,PE,150.0
663979,CORONAVIRUS (COVID-19) -SARS-CoV-2-TEST MOLECULAR-PCR,PE,P/P
664146,"CROMOSOMA, ALTERACIONES del (c/u) Delección C11 ATM-5q-7q - gen ATM (FISH)",PE,410.0
664230,"CROSS MATCH, MATRIMONIAL - Citometría de Flujo",PE,300.0
664307,"4,4' -DDD (p,p' -DDD) - 4,4'-DICLORODIFENILDICLOROETANO",PE,60.0
664315,"4,4' -DDE (p,p' - DDE) - 4,4'-DICLORODIFENILDICLOROETILENO",PE,60.0
664324,"4,4' -DDT (p,p' -DDT) - 4,4'-DICLORODIFENILTRICLOROETANO",PE,60.0
664350,"DELTA-BHC (δ-HCH) - delta-hexacloruro de benceno -  delta-hexacloran - delta-lindano - delta-1 ,2,3,4,5,6-hexaclorociclohexano",PE,60.0
664388,DIAZINÓN,PE,60.0
664392,DIELDRIN,PE,60.0
664435,DIMETOATO,PE,60.0
664448,DISTROFIA MIOTONICA Tipo 1 ( enfermedad de steinert ),,300.0
664452,DISULFOTÓN,PE,60.0
664615,"EMBRIOTOXICIDAD, BIOENSAYO.",PE,0.0
664623,"ENA, Ac. Anti- (Antígenos Nucleares Extraidos, Ac. Anti- ) - (SSA, SSB, Sm, RNP o U1RNP)",PE,50.0
664627,"ENCEFALITIS AUTOINMUNE, PANEL Ac. IgG-LCR",PE,430.0
664628,"ENCEFALITIS AUTOINMUNE, PANEL Ac. IgG - sangre",pe,430.0
664648,ENDOSULFAN I,PE,60.0
664649,ENDOSULFAN II,PE,60.0
664652,ENDOSULFAN SULFATO,PE,60.0
664666,ENDRIN,PE,60.0
664668,ENDRIN ALDEHIDO,PE,0.0
664670,ENOLASA NEURAL ESPECIFICA - NSE,PE,45.0
664700,ENZIMA CONVERTIDORA de ANGIOTENSINA (ECA),PE,40.0
664717,"EPSTEIN BARR, DNA carga viral - PCR",PE,150.0
664728,EPSTEIN BARR - PCR,PE,90.0
664823,"ESPERMA, ESPERMATOZOIDES EN ORINA, ESTUDIO DE  RETROEYACULACIÓN",PE,10.0
664825,"ESPERMA, ESPERMATOZOIDES DE ORINA, RECUPERACIÓN PARA SELECCIÓN  DIAGNÓSTICA",PE,60.0
664827,"ESPERMA, ESPERMATOZOIDES DE ORINA, RECUPERACIÓN PARA SELECCIÓN  EN INSEMINACIÓN",PE,120.0
665043,ETIÓN,PE,60.0
665067,FACTOR de COAGULACIÓN XI,PE,35.0
665127,FAMPHUR (FAMFUR),PE,60.0
665132,FELBAMATO,PE,0.0
665204,FENITOTRIÓN,PE,60.0
665307,FORATO,PE,60.0
665478,"FRUCTOSA, líquido seminal ó sérica o urinaria",PE,10.0
665486,"FSH, Urinaria (HORMONA FOLÍCULO ESTIMULANTE - Urinaria)",PE,0.0
665494,GABAPENTINA,PE,0.0
665503,"GAD, Ac. Anti- Glutamico Acid Decarboxilase (ACIDO GLUTÁMICO DESCARBOXILASA, Ac. Anti-)",PE,45.0
665520,"Gamma - BHC (γ-HCH) - gamma-hexacloruro de benceno - gamma-hexacloran - gamma-lindano - gamma-1 ,2,3,4,5,6-hexaclorociclohexano",PE,60.0
665576,"GLIADINA, Ac. IgA Anti- PÉPTIDO DEAMINADO de (DGP-IgA Anti-)",PE,24.0
665583,"GLIADINA, Ac. IgG Anti- PÉPTIDO DEAMINADO de (DGP-IgG Anti-)",PE,24.0
665589,"GLICEROL, sérico.",PE,0.0
665597,GLICINA (HPLC),PE,0.0
665640,GLOBULINA LIGADORA DE CORTICOIDES (CBG),PE,0.0
665768,"HELICOBACTER PYLORI, Aire espirado",PE,0.0
665778,HEMATIES DISMORFICOS,PE,5.0
665837,"HEMOGLOBINURIA PAROXÍSTICA NOCTURNA, DETECCIÓN de -  por Citometría de Flujo",PE,175.0
665845,HEMOPEXINA,PE,0.0
665868,"HEPARINA, Ac. Anti- (PFA4)",PE,0.0
665879,"HEPÁTICOS, AUTOANTICUERPOS (panel)",PE,0.0
665888,"HEPATITIS A, Ac. Anti- IgG (HVA IgG) ó Ac. Totales (RIA o ELISA)",PE,15.0
666016,HEPTACLORO,PE,60.0
666019,HEPTACLORO HEPOXIDE,PE,60.0
666196,HIDROLASAS ÁCIDAS EN LEUCOCITOS,PE,0.0
666200,"HIDROXILASA, Ac. ANTI-21-HIDOXILASA (CYP21A2)",PE,430.0
666281,HIV - Resistencia a Antiretrovirales,PE,400.0
666284,HIV - Resistencia a  inhibidores de Integrasa,PE,150.0
666289,"HIV,WESTERN-BLOT",PE,100.0
666606,IgE ESPECIFICA - INMUNOGLOBULINA E ESPECÍFICA.,PE,13.0
666634,"IgG - INMUNOGLOBULINA G, ASOCIADA A PLAQUETAS.",PE,0.0
666640,"IgG - INMUNOGLOBULINA G, Indice de (LCR/Sérica)",PE,28.0
666666,"IgM - INMUNOGLOBULINA M, ASOCIADA A PLAQUETAS.",PE,0.0
666691,IL2-R - CD25 receptor soluble,PE,0.0
666760,"INFLUENZA B, Ac. IgM Anti-",PE,18.0
666771,"INFLUENZA B, ANTIGENOS (Ags.) - Material: hisopado nasal/faringeo/aspirados-PCR",PE,95.0
666856,INMUNOMARCACIÓN EN SANGRE PERIFÉRICA.,PE,0.0
666970,"LEGIONELLA PNEUMOPHILA, Ag.",PE,0.0
667027,LEUCINA - sérica (AA) (incluida en el perfil de AA en diferentes matrices - Cromatografía de AA),PE,0.0
667059,LEVADURAS SENSIBILIDAD - SCREENING,PE,0.0
667093,LEVULOSA - semen,PE,0.0
667096,LEVULOSA - sérica,PE,0.0
667099,LEVULOSA - urinaria,PE,0.0
667119,LINDANE,PE,60.0
667127,"LINFOCITARIO, CULTIVO MIXTO",PE,0.0
667153,"LINFOCITOS PERIFÉRICOS ""SRY""",PE,0.0
667274,"LYNCH, SINDROME DE - GEN PMS2 (M3Y)",PE,1850.0
667319,MALATION,PE,60.0
667440,"METAPNEUMOVIRUS HUMANO, Ag. (hMPV)",PE,95.0
667449,METIL PARATHION,PE,60.0
667454,METIL-TRITIÓN,PE,60.0
667469,METILNICOTINAMIDA,PE,0.0
667495,MICROAGREGADO PLAQUETARIOS,PE,0.0
667499,MICROARRAYS - ESTUDIO GENETICO,PE,0.0
667576,MOG - Ac.Anti,PE,200.0
667621,MUCOSEMEN CRUZADO (mètodo microscòpico),PE,26.0
667648,MYCOAVIUM COMPLEX - PCR,PE,0.0
667660,MYCOBACTERIA ATÍPICA - PCR,PE,90.0
667674,"MYCOBACTERIUM TUBERCULOSIS, en LCR",PE,0.0
667734,"MYCOPLASMA PNEUMONIAE, cultivo",PE,0.0
667775,NEONATAL SCREENENG AMPLIADO POR ESPECTROMETRIA DE MASA EN TANDEM,PE,0.0
667810,"NEUTRÓFILOS, ACTIVIDAD FAGOCITARIA",PE,0.0
667840,"NMDA, Ac.  IgG Anti- RECEPTOR - LCR",PE,80.0
667841,"NMDA, Ac.  IgG Anti- RECEPTOR - sangre",PE,80.0
667919,"ORTO,O,O - TIETILFOSFOROTOATO",PE,60.0
667973,p53 Ac.,PE,0.0
667982,p53 mutante,PE,0.0
668011,PAPILOMA VIRUS HUMANO - HPV (Genotipificación - PCR + Hibridizaciòn),PE,110.0
668024,PARA AMINOFENOL,PE,0.0
668110,"PARACOCCIDIOIDES BRASILIENSIS, Ac. IgG Anti-",PE,0.0
668115,"PARACOCCIDIOIDES BRASILIENSIS, Ac. IgM Anti-",PE,0.0
668127,"PARACOCCIDIOIDES SPP, Ac. Anti- Totales",PE,29.0
668170,PARATIÓN,PE,60.0
668204,"PAROTIDITIS, Ac. solubles",PE,0.0
668212,"PAROTIDITIS, Ag.",PE,0.0
668221,"PAROTIDITIS, Ag. en LCR",PE,0.0
668327,PESTICIDAS NITROGENADOS - c/u,PE,60.0
668332,"PESTICIDAS ORGANOCLORADOS (plaguicidas), urinarios",PE,60.0
